Name,SI,Handles,VM,WS,PM,NPM,Path,Company,CPU,FileVersion,ProductVersion,Description,Product,__NounName,BasePriority,ExitCode,HasExited,ExitTime,Handle,SafeHandle,HandleCount,Id,MachineName,MainWindowHandle,MainWindowTitle,MainModule,MaxWorkingSet,MinWorkingSet,Modules,NonpagedSystemMemorySize,NonpagedSystemMemorySize64,PagedMemorySize,PagedMemorySize64,PagedSystemMemorySize,PagedSystemMemorySize64,PeakPagedMemorySize,PeakPagedMemorySize64,PeakWorkingSet,PeakWorkingSet64,PeakVirtualMemorySize,PeakVirtualMemorySize64,PriorityBoostEnabled,PriorityClass,PrivateMemorySize,PrivateMemorySize64,PrivilegedProcessorTime,ProcessName,ProcessorAffinity,Responding,SessionId,StartInfo,StartTime,SynchronizingObject,Threads,TotalProcessorTime,UserProcessorTime,VirtualMemorySize,VirtualMemorySize64,EnableRaisingEvents,StandardInput,StandardOutput,StandardError,WorkingSet,WorkingSet64,Site,Container
IntelCpHDCPSvc,0,153,2.20339E+12,5468160,1486848,7808,,,,,,,,Process,8,,,,,,153,4016,.,0,,,,,,7808,7808,1486848,1486848,76488,76488,1699840,1699840,7376896,7376896,80265216,2.2034E+12,,,1486848,1486848,,IntelCpHDCPSvc,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,72888320,2.20339E+12,FALSE,,,,5468160,5468160,,
IntelCpHeciSvc,0,132,2.20339E+12,5029888,1511424,6992,,,,,,,,Process,8,,,,,,132,5240,.,0,,,,,,6992,6992,1511424,1511424,71344,71344,1736704,1736704,6975488,6975488,78675968,2.2034E+12,,,1511424,1511424,,IntelCpHeciSvc,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,71335936,2.20339E+12,FALSE,,,,5029888,5029888,,
lsass,0,1694,2.20342E+12,16961536,8200192,26696,,,,,,,,Process,9,,,,,,1694,896,.,0,,,,,,26696,26696,8200192,8200192,158064,158064,8265728,8265728,19189760,19189760,102174720,2.20342E+12,,,8200192,8200192,,lsass,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,102150144,2.20342E+12,FALSE,,,,16961536,16961536,,
Memory Compression,0,0,388890624,241131520,1032192,0,,,,,,,,Process,8,,,,,,0,2548,.,0,,,,,,0,0,1032192,1032192,4224,4224,1069056,1069056,367349760,367349760,461766656,461766656,,,1032192,1032192,,Memory Compression,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,388890624,388890624,FALSE,,,,241131520,241131520,,
Microsoft.Msn.Weather,1,604,5180313600,118784,24420352,45872,C:\Program Files\WindowsApps\Microsoft.BingWeather_4.28.10351.0_x64__8wekyb3d8bbwe\Microsoft.Msn.Weather.exe,Microsoft Corporation,0.8125,4.28.1902.04001,4.28.190204001-release4.28,Microsoft.Msn.Weather.exe,MSN Apps,Process,8,,FALSE,,3276,Microsoft.Win32.SafeHandles.SafeProcessHandle,604,11616,.,132290,Weather,System.Diagnostics.ProcessModule (Microsoft.Msn.Weather.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,45872,45872,24420352,24420352,656520,656520,25993216,25993216,73580544,73580544,925192192,5220159488,TRUE,Normal,24420352,24420352,00:00.4,Microsoft.Msn.Weather,255,FALSE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:27,,System.Diagnostics.ProcessThreadCollection,00:00.8,00:00.4,885346304,5180313600,FALSE,,,,118784,118784,,
MicrosoftEdge,1,1268,2.20402E+12,89296896,34070528,66624,C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdge.exe,Microsoft Corporation,2.15625,11.00.18362.145 (WinBuild.160101.0800),11.00.18362.145,Microsoft Edge,Microsoft Edge,Process,8,,FALSE,,3460,Microsoft.Win32.SafeHandles.SafeProcessHandle,1268,1972,.,0,,System.Diagnostics.ProcessModule (MicrosoftEdge.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,66624,66624,34070528,34070528,1046320,1046320,35549184,35549184,89837568,89837568,700694528,2.20402E+12,TRUE,Normal,34070528,34070528,00:01.0,MicrosoftEdge,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:26,,System.Diagnostics.ProcessThreadCollection,00:02.2,00:01.2,699633664,2.20402E+12,FALSE,,,,89296896,89296896,,
MicrosoftEdgeCP,1,501,2.23789E+12,23277568,6012928,22968,C:\Windows\System32\MicrosoftEdgeCP.exe,Microsoft Corporation,0.25,11.00.18362.1 (WinBuild.160101.0800),11.00.18362.1,Microsoft Edge Content Process,Microsoft Edge Web Platform,Process,8,,FALSE,,3476,Microsoft.Win32.SafeHandles.SafeProcessHandle,501,1668,.,66690,Microsoft Edge,System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,22968,22968,6012928,6012928,335024,335024,6135808,6135808,26460160,26460160,214867968,2.23789E+12,TRUE,Normal,6012928,6012928,00:00.2,MicrosoftEdgeCP,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:26,,System.Diagnostics.ProcessThreadCollection,00:00.3,00:00.1,213094400,2.23789E+12,FALSE,,,,23277568,23277568,,
MicrosoftEdgeCP,1,823,2.23846E+12,55341056,31051776,38160,C:\Windows\System32\MicrosoftEdgeCP.exe,Microsoft Corporation,0.46875,11.00.18362.1 (WinBuild.160101.0800),11.00.18362.1,Microsoft Edge Content Process,Microsoft Edge Web Platform,Process,8,,FALSE,,3456,Microsoft.Win32.SafeHandles.SafeProcessHandle,823,2276,.,67428,Microsoft Edge,System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,38160,38160,31051776,31051776,1236576,1236576,32444416,32444416,55582720,55582720,782905344,2.23846E+12,TRUE,Normal,31051776,31051776,00:00.3,MicrosoftEdgeCP,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 16:40,,System.Diagnostics.ProcessThreadCollection,00:00.5,00:00.2,780058624,2.23846E+12,FALSE,,,,55341056,55341056,,
MicrosoftEdgeCP,1,1113,2.23855E+12,124702720,80355328,102688,C:\Windows\System32\MicrosoftEdgeCP.exe,Microsoft Corporation,2.90625,11.00.18362.1 (WinBuild.160101.0800),11.00.18362.1,Microsoft Edge Content Process,Microsoft Edge Web Platform,Process,8,,FALSE,,3656,Microsoft.Win32.SafeHandles.SafeProcessHandle,1113,5176,.,67528,Microsoft Edge,System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,102688,102688,80355328,80355328,1251136,1251136,103694336,103694336,146493440,146493440,882851840,2.23856E+12,TRUE,Normal,80355328,80355328,00:00.6,MicrosoftEdgeCP,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 16:41,,System.Diagnostics.ProcessThreadCollection,00:02.9,00:02.3,870002688,2.23855E+12,FALSE,,,,124702720,124702720,,
MicrosoftEdgeCP,1,507,2.23789E+12,26787840,6111232,23104,C:\Windows\System32\MicrosoftEdgeCP.exe,Microsoft Corporation,0.140625,11.00.18362.1 (WinBuild.160101.0800),11.00.18362.1,Microsoft Edge Content Process,Microsoft Edge Web Platform,Process,8,,FALSE,,2780,Microsoft.Win32.SafeHandles.SafeProcessHandle,507,8372,.,722604,Microsoft Edge,System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,23104,23104,6111232,6111232,337400,337400,6111232,6111232,26791936,26791936,214687744,2.23789E+12,TRUE,Normal,6111232,6111232,00:00.0,MicrosoftEdgeCP,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 16:41,,System.Diagnostics.ProcessThreadCollection,00:00.1,00:00.1,214687744,2.23789E+12,FALSE,,,,26787840,26787840,,
MicrosoftEdgeCP,1,508,2.23789E+12,26873856,6201344,23104,C:\Windows\System32\MicrosoftEdgeCP.exe,Microsoft Corporation,0.171875,11.00.18362.1 (WinBuild.160101.0800),11.00.18362.1,Microsoft Edge Content Process,Microsoft Edge Web Platform,Process,8,,FALSE,,2920,Microsoft.Win32.SafeHandles.SafeProcessHandle,508,12244,.,67596,Microsoft Edge,System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,23104,23104,6201344,6201344,337400,337400,6209536,6209536,26877952,26877952,214687744,2.23789E+12,TRUE,Normal,6201344,6201344,00:00.1,MicrosoftEdgeCP,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 16:41,,System.Diagnostics.ProcessThreadCollection,00:00.2,00:00.0,214687744,2.23789E+12,FALSE,,,,26873856,26873856,,
MicrosoftEdgeCP,1,767,2.23841E+12,59219968,21151744,38024,C:\Windows\System32\MicrosoftEdgeCP.exe,Microsoft Corporation,0.578125,11.00.18362.1 (WinBuild.160101.0800),11.00.18362.1,Microsoft Edge Content Process,Microsoft Edge Web Platform,Process,8,,FALSE,,2680,Microsoft.Win32.SafeHandles.SafeProcessHandle,767,13188,.,132838,Microsoft Edge,System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,38024,38024,21151744,21151744,1162096,1162096,21598208,21598208,72105984,72105984,745656320,2.23842E+12,TRUE,Normal,21151744,21151744,00:00.3,MicrosoftEdgeCP,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 16:40,,System.Diagnostics.ProcessThreadCollection,00:00.6,00:00.3,732905472,2.23841E+12,FALSE,,,,59219968,59219968,,
MicrosoftEdgeSH,1,296,2.23784E+12,12320768,4702208,16752,C:\WINDOWS\system32\MicrosoftEdgeSH.exe,Microsoft Corporation,0.5625,11.00.18362.1 (WinBuild.160101.0800),11.00.18362.1,Microsoft Edge Web Platform,Microsoft Edge Web Platform,Process,8,,FALSE,,2744,Microsoft.Win32.SafeHandles.SafeProcessHandle,296,2520,.,0,,System.Diagnostics.ProcessModule (MicrosoftEdgeSH.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,16752,16752,4702208,4702208,247816,247816,7639040,7639040,15208448,15208448,165376000,2.23784E+12,TRUE,Normal,4702208,4702208,00:00.1,MicrosoftEdgeSH,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:26,,System.Diagnostics.ProcessThreadCollection,00:00.6,00:00.4,162418688,2.23784E+12,FALSE,,,,12320768,12320768,,
MicrosoftPdfReader,1,632,2.20395E+12,186445824,131035136,33504,C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftPdfReader.exe,Microsoft Corporation,2.453125,11.00.18362.1 (WinBuild.160101.0800),11.00.18362.1,Microsoft PDF Reader Component,Microsoft Edge,Process,8,,FALSE,,3020,Microsoft.Win32.SafeHandles.SafeProcessHandle,632,11096,.,67472,Microsoft Edge,System.Diagnostics.ProcessModule (MicrosoftPdfReader.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,33504,33504,131035136,131035136,750152,750152,131833856,131833856,187039744,187039744,637714432,2.20396E+12,TRUE,Normal,131035136,131035136,00:00.8,MicrosoftPdfReader,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 16:40,,System.Diagnostics.ProcessThreadCollection,00:02.5,00:01.6,635609088,2.20395E+12,FALSE,,,,186445824,186445824,,
MsMpEng,0,748,2.20392E+12,105783296,156323840,72736,,,,,,,,Process,8,,,,,,748,4348,.,0,,,,,,72736,72736,156323840,156323840,701496,701496,621871104,621871104,606056448,606056448,1039081472,2.20436E+12,,,156323840,156323840,,MsMpEng,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,600473600,2.20392E+12,FALSE,,,,105783296,105783296,,
nierserver,1,354,236900352,23715840,36757504,30296,C:\Program Files (x86)\National Instruments\Shared\NI Error Reporting\nierserver.exe,National Instruments Corporation,0.5,18.0.0f0,18.0.0f0,NI Error Reporting Server,NIER_SERVER,Process,8,,FALSE,,3536,Microsoft.Win32.SafeHandles.SafeProcessHandle,354,10448,.,0,,System.Diagnostics.ProcessModule (nierserver.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,30296,30296,36757504,36757504,350880,350880,62078976,62078976,64516096,64516096,247517184,247517184,TRUE,Normal,36757504,36757504,00:00.2,nierserver,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:00.5,00:00.3,236900352,236900352,FALSE,,,,23715840,23715840,,
NisSrv,0,201,2.20342E+12,9105408,6524928,12544,,,,,,,,Process,8,,,,,,201,7824,.,0,,,,,,12544,12544,6524928,6524928,117296,117296,8351744,8351744,12578816,12578816,116936704,2.20344E+12,,,6524928,6524928,,NisSrv,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,103743488,2.20342E+12,FALSE,,,,9105408,9105408,,
OfficeClickToRun,0,733,2.20359E+12,30654464,37888000,27272,,,,,,,,Process,8,,,,,,733,4024,.,0,,,,,,27272,27272,37888000,37888000,292112,292112,79765504,79765504,94326784,94326784,298475520,2.20362E+12,,,37888000,37888000,,OfficeClickToRun,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,267415552,2.20359E+12,FALSE,,,,30654464,30654464,,
OneDrive,1,793,304926720,41193472,33357824,49544,C:\Users\jbrus\AppData\Local\Microsoft\OneDrive\OneDrive.exe,Microsoft Corporation,3.53125,19.070.0410.0007,19.070.0410.0007,Microsoft OneDrive,Microsoft OneDrive,Process,8,,FALSE,,3316,Microsoft.Win32.SafeHandles.SafeProcessHandle,793,9472,.,0,,System.Diagnostics.ProcessModule (OneDrive.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,49544,49544,33357824,33357824,399784,399784,55312384,55312384,86036480,86036480,346120192,346120192,TRUE,Normal,33357824,33357824,00:02.1,OneDrive,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:03.5,00:01.4,304926720,304926720,FALSE,,,,41193472,41193472,,
ONENOTEM,1,156,2.20344E+12,1363968,2723840,10600,C:\Program Files\Microsoft Office\root\Office16\ONENOTEM.EXE,Microsoft Corporation,0.09375,16.0.11629.20214,16.0.11629.20214,Send to OneNote Tool,Microsoft OneNote,Process,8,,FALSE,,3520,Microsoft.Win32.SafeHandles.SafeProcessHandle,156,10856,.,0,,System.Diagnostics.ProcessModule (ONENOTEM.EXE),1413120,204800,System.Diagnostics.ProcessModuleCollection,10600,10600,2723840,2723840,167344,167344,2932736,2932736,11419648,11419648,129449984,2.20345E+12,TRUE,Normal,2723840,2723840,00:00.0,ONENOTEM,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:00.1,00:00.0,120102912,2.20344E+12,FALSE,,,,1363968,1363968,,
powershell,1,677,2.20403E+12,75231232,62304256,32176,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,Microsoft Corporation,6.171875,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,Windows PowerShell,Microsoft? Windows? Operating System,Process,8,,FALSE,,2684,Microsoft.Win32.SafeHandles.SafeProcessHandle,677,816,.,264094,Windows PowerShell,System.Diagnostics.ProcessModule (powershell.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,32176,32176,62304256,62304256,509088,509088,64393216,64393216,75333632,75333632,721326080,2.20404E+12,TRUE,Normal,62304256,62304256,00:03.9,powershell,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 16:40,,System.Diagnostics.ProcessThreadCollection,00:06.2,00:02.3,714461184,2.20403E+12,FALSE,,,,75231232,75231232,,
Registry,0,0,162578432,101728256,11251712,15640,,,,,,,,Process,8,,,,,,0,120,.,0,,,,,,15640,15640,11251712,11251712,321760,321760,65495040,65495040,131731456,131731456,174964736,174964736,,,11251712,11251712,,Registry,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,162578432,162578432,FALSE,,,,101728256,101728256,,
RtkAudUService64,0,302,4397015040,7073792,2334720,12256,,,,,,,,Process,8,,,,,,302,4240,.,0,,,,,,12256,12256,2334720,2334720,123392,123392,2465792,2465792,9412608,9412608,106242048,4401209344,,,2334720,2334720,,RtkAudUService64,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,102047744,4397015040,FALSE,,,,7073792,7073792,,
RtkAudUService64,1,224,4404453376,6144000,1880064,9976,C:\Windows\System32\RtkAudUService64.exe,Realtek Semiconductor,0.046875,1.0.0.89,1.0.0.89,Realtek HD Audio Universal Service,Realtek HD Audio Universal Service,Process,8,,FALSE,,3820,Microsoft.Win32.SafeHandles.SafeProcessHandle,224,9432,.,0,,System.Diagnostics.ProcessModule (RtkAudUService64.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,9976,9976,1880064,1880064,139096,139096,2002944,2002944,7991296,7991296,112631808,4407599104,TRUE,Normal,1880064,1880064,00:00.0,RtkAudUService64,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:00.0,00:00.0,109486080,4404453376,FALSE,,,,6144000,6144000,,
RuntimeBroker,1,496,2.20354E+12,38699008,11714560,27656,C:\Windows\System32\RuntimeBroker.exe,Microsoft Corporation,0.734375,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,Runtime Broker,Microsoft? Windows? Operating System,Process,8,,FALSE,,2708,Microsoft.Win32.SafeHandles.SafeProcessHandle,496,1112,.,0,,System.Diagnostics.ProcessModule (RuntimeBroker.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,27656,27656,11714560,11714560,374680,374680,12050432,12050432,39055360,39055360,227106816,2.20355E+12,TRUE,Normal,11714560,11714560,00:00.4,RuntimeBroker,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:26,,System.Diagnostics.ProcessThreadCollection,00:00.7,00:00.4,226705408,2.20354E+12,FALSE,,,,38699008,38699008,,
RuntimeBroker,1,247,2.20346E+12,18636800,3956736,13912,C:\Windows\System32\RuntimeBroker.exe,Microsoft Corporation,0.28125,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,Runtime Broker,Microsoft? Windows? Operating System,Process,8,,FALSE,,3452,Microsoft.Win32.SafeHandles.SafeProcessHandle,247,2040,.,0,,System.Diagnostics.ProcessModule (RuntimeBroker.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,13912,13912,3956736,3956736,201064,201064,3956736,3956736,18640896,18640896,141344768,2.20346E+12,TRUE,Normal,3956736,3956736,00:00.1,RuntimeBroker,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 16:41,,System.Diagnostics.ProcessThreadCollection,00:00.3,00:00.2,141344768,2.20346E+12,FALSE,,,,18636800,18636800,,
RuntimeBroker,1,344,2.20349E+12,22228992,6832128,19088,C:\Windows\System32\RuntimeBroker.exe,Microsoft Corporation,1.875,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,Runtime Broker,Microsoft? Windows? Operating System,Process,8,,FALSE,,3700,Microsoft.Win32.SafeHandles.SafeProcessHandle,344,6916,.,0,,System.Diagnostics.ProcessModule (RuntimeBroker.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,19088,19088,6832128,6832128,240600,240600,10452992,10452992,32632832,32632832,284323840,2.2036E+12,TRUE,Normal,6832128,6832128,00:00.8,RuntimeBroker,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:01.9,00:01.0,175304704,2.20349E+12,FALSE,,,,22228992,22228992,,
RuntimeBroker,1,305,2.20345E+12,13492224,5742592,15952,C:\Windows\System32\RuntimeBroker.exe,Microsoft Corporation,0.53125,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,Runtime Broker,Microsoft? Windows? Operating System,Process,8,,FALSE,,3432,Microsoft.Win32.SafeHandles.SafeProcessHandle,305,7360,.,0,,System.Diagnostics.ProcessModule (RuntimeBroker.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,15952,15952,5742592,5742592,186008,186008,7389184,7389184,24748032,24748032,156930048,2.20348E+12,TRUE,Normal,5742592,5742592,00:00.3,RuntimeBroker,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:00.5,00:00.3,131887104,2.20345E+12,FALSE,,,,13492224,13492224,,
RuntimeBroker,1,268,2.20345E+12,10752000,3481600,13776,C:\Windows\System32\RuntimeBroker.exe,Microsoft Corporation,0.375,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,Runtime Broker,Microsoft? Windows? Operating System,Process,8,,FALSE,,3148,Microsoft.Win32.SafeHandles.SafeProcessHandle,268,8076,.,0,,System.Diagnostics.ProcessModule (RuntimeBroker.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,13776,13776,3481600,3481600,177872,177872,6361088,6361088,22327296,22327296,166436864,2.20348E+12,TRUE,Normal,3481600,3481600,00:00.3,RuntimeBroker,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:00.4,00:00.1,131272704,2.20345E+12,FALSE,,,,10752000,10752000,,
RuntimeBroker,1,280,2.20345E+12,11395072,3289088,13592,C:\Windows\System32\RuntimeBroker.exe,Microsoft Corporation,0.515625,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,Runtime Broker,Microsoft? Windows? Operating System,Process,8,,FALSE,,3664,Microsoft.Win32.SafeHandles.SafeProcessHandle,280,8368,.,0,,System.Diagnostics.ProcessModule (RuntimeBroker.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,13592,13592,3289088,3289088,188584,188584,4681728,4681728,18997248,18997248,153362432,2.20347E+12,TRUE,Normal,3289088,3289088,00:00.3,RuntimeBroker,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:00.5,00:00.2,130068480,2.20345E+12,FALSE,,,,11395072,11395072,,
RuntimeBroker,1,331,2.20348E+12,21606400,6430720,18128,C:\Windows\System32\RuntimeBroker.exe,Microsoft Corporation,0.5,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,Runtime Broker,Microsoft? Windows? Operating System,Process,8,,FALSE,,3712,Microsoft.Win32.SafeHandles.SafeProcessHandle,331,10304,.,0,,System.Diagnostics.ProcessModule (RuntimeBroker.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,18128,18128,6430720,6430720,245376,245376,8978432,8978432,32710656,32710656,182317056,2.2035E+12,TRUE,Normal,6430720,6430720,00:00.2,RuntimeBroker,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:00.5,00:00.3,162095104,2.20348E+12,FALSE,,,,21606400,21606400,,
RuntimeBroker,1,113,2.2034E+12,5230592,1695744,6928,C:\Windows\System32\RuntimeBroker.exe,Microsoft Corporation,0.09375,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,Runtime Broker,Microsoft? Windows? Operating System,Process,8,,FALSE,,1560,Microsoft.Win32.SafeHandles.SafeProcessHandle,113,10356,.,0,,System.Diagnostics.ProcessModule (RuntimeBroker.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,6928,6928,1695744,1695744,97688,97688,2433024,2433024,11841536,11841536,104448000,2.20342E+12,TRUE,Normal,1695744,1695744,00:00.1,RuntimeBroker,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:00.1,00:00.0,84533248,2.2034E+12,FALSE,,,,5230592,5230592,,
RuntimeBroker,1,163,2.20341E+12,6586368,2097152,9560,C:\Windows\System32\RuntimeBroker.exe,Microsoft Corporation,0.125,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,Runtime Broker,Microsoft? Windows? Operating System,Process,8,,FALSE,,3100,Microsoft.Win32.SafeHandles.SafeProcessHandle,163,11528,.,0,,System.Diagnostics.ProcessModule (RuntimeBroker.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,9560,9560,2097152,2097152,120680,120680,2576384,2576384,9551872,9551872,101126144,2.20342E+12,TRUE,Normal,2097152,2097152,00:00.1,RuntimeBroker,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:26,,System.Diagnostics.ProcessThreadCollection,00:00.1,00:00.0,96149504,2.20341E+12,FALSE,,,,6586368,6586368,,
RuntimeBroker,1,108,2.2034E+12,4829184,1253376,6520,C:\Windows\System32\RuntimeBroker.exe,Microsoft Corporation,0.046875,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,Runtime Broker,Microsoft? Windows? Operating System,Process,8,,FALSE,,3068,Microsoft.Win32.SafeHandles.SafeProcessHandle,108,11588,.,0,,System.Diagnostics.ProcessModule (RuntimeBroker.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,6520,6520,1253376,1253376,96984,96984,1695744,1695744,6094848,6094848,88117248,2.20341E+12,TRUE,Normal,1253376,1253376,00:00.0,RuntimeBroker,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:27,,System.Diagnostics.ProcessThreadCollection,00:00.0,0:00:00,84238336,2.2034E+12,FALSE,,,,4829184,4829184,,
RuntimeBroker,1,215,2.20345E+12,16830464,5836800,13592,C:\Windows\System32\RuntimeBroker.exe,Microsoft Corporation,0.640625,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,Runtime Broker,Microsoft? Windows? Operating System,Process,8,,FALSE,,3324,Microsoft.Win32.SafeHandles.SafeProcessHandle,215,12156,.,0,,System.Diagnostics.ProcessModule (RuntimeBroker.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,13592,13592,5836800,5836800,185816,185816,7077888,7077888,22491136,22491136,143351808,2.20346E+12,TRUE,Normal,5836800,5836800,00:00.2,RuntimeBroker,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:24,,System.Diagnostics.ProcessThreadCollection,00:00.6,00:00.5,133939200,2.20345E+12,FALSE,,,,16830464,16830464,,
SearchFilterHost,0,127,2.20339E+12,6279168,1425408,7608,,,,,,,,Process,4,,,,,,127,6180,.,0,,,,,,7608,7608,1425408,1425408,84368,84368,1585152,1585152,6328320,6328320,72085504,2.20339E+12,,,1425408,1425408,,SearchFilterHost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,70508544,2.20339E+12,FALSE,,,,6279168,6279168,,
SearchIndexer,0,1012,2.2036E+12,42635264,40906752,76944,,,,,,,,Process,8,,,,,,1012,7208,.,0,,,,,,76944,76944,40906752,40906752,286048,286048,42082304,42082304,49065984,49065984,290836480,2.20361E+12,,,40906752,40906752,,SearchIndexer,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,278597632,2.2036E+12,FALSE,,,,42635264,42635264,,
